timestamp,frame,person_id,line_y,centroid_x,centroid_y,zone,direction,running_count,tier
2026-06-03T06:04:57.047991+00:00,44,1,240,445,263,rear_cabin,,0,green
2026-06-03T06:04:57.080799+00:00,45,1,240,482,267,rear_cabin,,0,green
2026-06-03T06:04:57.133018+00:00,46,1,240,519,271,rear_cabin,,0,green
2026-06-03T06:04:57.154796+00:00,47,1,240,556,275,rear_cabin,,0,green
2026-06-03T06:04:57.189108+00:00,48,1,240,593,279,rear_cabin,,0,green
2026-06-03T06:04:57.219700+00:00,49,1,240,630,283,rear_cabin,,0,green
2026-06-03T06:04:57.252274+00:00,50,1,240,27,287,front_entrance,,0,green
2026-06-03T06:04:57.286678+00:00,51,1,240,64,291,front_entrance,,0,green
2026-06-03T06:04:57.319503+00:00,52,1,240,101,295,front_entrance,,0,green
2026-06-03T06:04:57.351435+00:00,53,1,240,138,299,front_entrance,,0,green
2026-06-03T06:04:57.385551+00:00,54,1,240,175,303,front_entrance,,0,green
2026-06-03T06:04:57.418717+00:00,55,1,240,212,307,front_entrance,,0,green
2026-06-03T06:04:57.450668+00:00,56,1,240,249,311,mid_cabin,,0,green
2026-06-03T06:04:57.474504+00:00,57,1,240,286,315,mid_cabin,,0,green
2026-06-03T06:04:57.506952+00:00,58,1,240,323,319,mid_cabin,,0,green
2026-06-03T06:04:57.556839+00:00,59,1,240,361,324,mid_cabin,,0,green
2026-06-03T06:04:57.588112+00:00,60,1,240,398,329,mid_cabin,,0,green
2026-06-03T06:04:57.618861+00:00,61,1,240,435,334,rear_cabin,,0,green
2026-06-03T06:04:57.658629+00:00,62,1,240,473,291,rear_cabin,,0,green
2026-06-03T06:04:57.687467+00:00,63,1,240,510,297,rear_cabin,,0,green
2026-06-03T06:04:57.719000+00:00,64,1,240,547,303,rear_cabin,,0,green
2026-06-03T06:04:57.751726+00:00,65,1,240,585,310,rear_cabin,,0,green
2026-06-03T06:04:57.787397+00:00,66,1,240,622,317,rear_cabin,,0,green
2026-06-03T06:04:57.818284+00:00,67,1,240,20,325,front_entrance,,0,green
2026-06-03T06:04:57.843545+00:00,68,1,240,57,333,front_entrance,,0,green
2026-06-03T06:04:57.906446+00:00,69,1,240,94,293,front_entrance,,0,green
2026-06-03T06:04:57.908947+00:00,70,1,240,131,301,front_entrance,,0,green
2026-06-03T06:04:57.957011+00:00,71,1,240,169,293,front_entrance,,0,green
2026-06-03T06:04:57.986723+00:00,72,1,240,207,286,front_entrance,,0,green
2026-06-03T06:04:58.021098+00:00,73,1,240,244,279,mid_cabin,,0,green
2026-06-03T06:04:58.055240+00:00,74,1,240,281,272,mid_cabin,,0,green
2026-06-03T06:04:58.090099+00:00,75,1,240,318,265,mid_cabin,,0,green
2026-06-03T06:04:58.118021+00:00,76,1,240,355,258,mid_cabin,,0,green
2026-06-03T06:04:58.146070+00:00,77,1,240,392,251,mid_cabin,,0,green
2026-06-03T06:04:58.188817+00:00,78,1,240,429,244,rear_cabin,,0,green
2026-06-03T06:04:58.211760+00:00,79,1,240,466,237,rear_cabin,boarding,1,green
2026-06-03T06:04:58.242563+00:00,80,1,240,503,230,rear_cabin,,1,green
2026-06-03T06:04:58.278266+00:00,81,1,240,540,223,rear_cabin,,1,green
2026-06-03T06:04:58.309281+00:00,82,1,240,577,216,rear_cabin,,1,green
2026-06-03T06:04:58.338264+00:00,83,1,240,614,209,rear_cabin,,1,green
2026-06-03T06:04:58.390387+00:00,84,1,240,11,202,front_entrance,,1,green
2026-06-03T06:04:58.424566+00:00,85,1,240,48,195,front_entrance,,1,green
2026-06-03T06:04:58.453616+00:00,86,1,240,85,188,front_entrance,,1,green
2026-06-03T06:04:58.489800+00:00,87,1,240,122,181,front_entrance,,1,green
2026-06-03T06:04:58.521091+00:00,88,1,240,159,174,front_entrance,,1,green
2026-06-03T06:04:58.547149+00:00,89,1,240,196,167,front_entrance,,1,green
2026-06-03T06:04:58.578251+00:00,90,1,240,233,160,front_entrance,,1,green
2026-06-03T06:04:58.612123+00:00,91,1,240,270,153,mid_cabin,,1,green
2026-06-03T06:04:58.644160+00:00,92,1,240,307,146,mid_cabin,,1,green
2026-06-03T06:04:58.677991+00:00,93,1,240,344,188,mid_cabin,,1,green
2026-06-03T06:04:58.747578+00:00,94,1,240,381,181,mid_cabin,,1,green
2026-06-03T06:04:58.755027+00:00,95,1,240,418,174,rear_cabin,,1,green
2026-06-03T06:04:58.774783+00:00,96,1,240,455,167,rear_cabin,,1,green
2026-06-03T06:04:58.825635+00:00,97,1,240,492,160,rear_cabin,,1,green
2026-06-03T06:04:58.856996+00:00,98,1,240,529,153,rear_cabin,,1,green
2026-06-03T06:04:58.890735+00:00,99,1,240,566,146,rear_cabin,,1,green
2026-06-03T06:04:58.913814+00:00,100,1,240,603,188,rear_cabin,,1,green
2026-06-03T06:04:58.945581+00:00,101,1,240,1,182,front_entrance,,1,green
2026-06-03T06:04:58.981891+00:00,102,1,240,38,176,front_entrance,,1,green
2026-06-03T06:04:59.011645+00:00,103,1,240,75,170,front_entrance,,1,green
2026-06-03T06:04:59.044421+00:00,104,1,240,112,164,front_entrance,,1,green
2026-06-03T06:04:59.077799+00:00,105,1,240,149,158,front_entrance,,1,green
2026-06-03T06:04:59.143937+00:00,106,1,240,187,153,front_entrance,,1,green
2026-06-03T06:04:59.179390+00:00,107,1,240,224,148,front_entrance,,1,green
2026-06-03T06:04:59.183323+00:00,108,1,240,261,190,mid_cabin,,1,green
2026-06-03T06:04:59.208344+00:00,109,1,240,298,185,mid_cabin,,1,green
2026-06-03T06:04:59.250862+00:00,110,1,240,336,181,mid_cabin,,1,green
2026-06-03T06:04:59.283408+00:00,111,1,240,373,177,mid_cabin,,1,green
2026-06-03T06:04:59.313616+00:00,112,1,240,410,173,rear_cabin,,1,green
2026-06-03T06:04:59.350616+00:00,113,1,240,448,170,rear_cabin,,1,green
2026-06-03T06:04:59.378375+00:00,114,1,240,485,167,rear_cabin,,1,green
2026-06-03T06:04:59.412766+00:00,115,1,240,522,164,rear_cabin,,1,green
2026-06-03T06:04:59.447265+00:00,116,1,240,560,162,rear_cabin,,1,green
2026-06-03T06:04:59.510827+00:00,117,1,240,597,160,rear_cabin,,1,green
2026-06-03T06:04:59.542474+00:00,118,1,240,635,159,rear_cabin,,1,green
2026-06-03T06:04:59.577669+00:00,119,1,240,32,158,front_entrance,,1,green
2026-06-03T06:04:59.580610+00:00,120,1,240,69,157,front_entrance,,1,green
2026-06-03T06:04:59.608554+00:00,121,1,240,106,156,front_entrance,,1,green
2026-06-03T06:04:59.649716+00:00,122,1,240,144,165,front_entrance,,1,green
2026-06-03T06:04:59.691150+00:00,123,1,240,181,156,front_entrance,,1,green
2026-06-03T06:04:59.716144+00:00,124,1,240,219,157,front_entrance,,1,green
2026-06-03T06:04:59.746678+00:00,125,1,240,256,158,mid_cabin,,1,green
2026-06-03T06:04:59.779348+00:00,126,1,240,293,159,mid_cabin,,1,green
2026-06-03T06:04:59.811052+00:00,127,1,240,330,160,mid_cabin,,1,green
2026-06-03T06:04:59.858179+00:00,128,1,240,368,162,mid_cabin,,1,green
2026-06-03T06:04:59.879637+00:00,129,1,240,406,165,rear_cabin,,1,green
2026-06-03T06:04:59.944556+00:00,130,1,240,443,168,rear_cabin,,1,green
2026-06-03T06:04:59.970977+00:00,131,1,240,480,171,rear_cabin,,1,green
2026-06-03T06:05:00.003752+00:00,132,1,240,518,175,rear_cabin,,1,green
2026-06-03T06:05:00.010933+00:00,133,1,240,555,179,rear_cabin,,1,green
2026-06-03T06:05:00.036829+00:00,134,1,240,592,183,rear_cabin,,1,green
2026-06-03T06:05:00.081230+00:00,135,1,240,629,187,rear_cabin,,1,green
2026-06-03T06:05:00.114658+00:00,136,1,240,27,192,front_entrance,,1,green
2026-06-03T06:05:00.147129+00:00,137,1,240,64,197,front_entrance,,1,green
2026-06-03T06:05:00.181055+00:00,138,1,240,101,202,front_entrance,,1,green
2026-06-03T06:05:00.215087+00:00,139,1,240,139,208,front_entrance,,1,green
2026-06-03T06:05:00.245319+00:00,140,1,240,176,214,front_entrance,,1,green
2026-06-03T06:05:00.283253+00:00,141,1,240,213,220,front_entrance,,1,green
2026-06-03T06:05:00.345085+00:00,142,1,240,251,227,mid_cabin,,1,green
2026-06-03T06:05:00.370314+00:00,143,1,240,289,235,mid_cabin,,1,green
2026-06-03T06:05:00.403184+00:00,144,1,240,326,243,mid_cabin,alighting,0,green
2026-06-03T06:05:00.436967+00:00,145,1,240,363,251,mid_cabin,,0,green
2026-06-03T06:05:00.439613+00:00,146,1,240,400,259,rear_cabin,,0,green
2026-06-03T06:05:00.471466+00:00,147,1,240,438,251,rear_cabin,,0,green
2026-06-03T06:05:00.518634+00:00,148,1,240,476,244,rear_cabin,,0,green
2026-06-03T06:05:00.549517+00:00,149,1,240,513,237,rear_cabin,boarding,1,green
2026-06-03T06:05:00.584234+00:00,150,1,240,551,231,rear_cabin,,1,green
2026-06-03T06:05:00.633207+00:00,151,1,240,590,227,rear_cabin,,1,green
2026-06-03T06:05:00.683058+00:00,152,1,240,627,223,rear_cabin,,1,green
2026-06-03T06:05:00.686633+00:00,153,1,240,24,219,front_entrance,,1,green
2026-06-03T06:05:00.731025+00:00,154,1,240,63,217,front_entrance,,1,green
2026-06-03T06:05:00.769858+00:00,155,1,240,100,215,front_entrance,,1,green
2026-06-03T06:05:00.821250+00:00,156,1,240,137,213,front_entrance,,1,green
2026-06-03T06:05:00.833472+00:00,157,1,240,174,211,front_entrance,,1,green
2026-06-03T06:05:00.867160+00:00,158,1,240,211,209,front_entrance,,1,green
2026-06-03T06:05:00.870391+00:00,159,1,240,248,207,mid_cabin,,1,green
2026-06-03T06:05:00.938557+00:00,160,1,240,285,205,mid_cabin,,1,green
2026-06-03T06:05:00.982900+00:00,161,1,240,322,203,mid_cabin,,1,green
2026-06-03T06:05:00.986815+00:00,162,1,240,359,201,mid_cabin,,1,green
2026-06-03T06:05:01.034910+00:00,163,1,240,396,199,mid_cabin,,1,green
2026-06-03T06:05:01.073270+00:00,164,1,240,433,197,rear_cabin,,1,green
2026-06-03T06:05:01.083034+00:00,165,1,240,470,195,rear_cabin,,1,green
2026-06-03T06:05:01.123720+00:00,166,1,240,507,193,rear_cabin,,1,green
2026-06-03T06:05:01.174273+00:00,167,1,240,544,191,rear_cabin,,1,green
2026-06-03T06:05:01.225289+00:00,168,1,240,581,189,rear_cabin,,1,green
2026-06-03T06:05:01.234219+00:00,169,1,240,618,187,rear_cabin,,1,green
2026-06-03T06:05:01.269244+00:00,170,1,240,15,185,front_entrance,,1,green
2026-06-03T06:05:01.272494+00:00,171,1,240,52,183,front_entrance,,1,green
2026-06-03T06:05:01.336394+00:00,172,1,240,89,181,front_entrance,,1,green
2026-06-03T06:05:01.386974+00:00,173,1,240,126,179,front_entrance,,1,green
2026-06-03T06:05:01.390377+00:00,174,1,240,163,177,front_entrance,,1,green
2026-06-03T06:05:01.433775+00:00,175,1,240,200,175,front_entrance,,1,green
2026-06-03T06:05:01.472940+00:00,176,1,240,237,173,front_entrance,,1,green
2026-06-03T06:05:01.475757+00:00,177,1,240,274,171,mid_cabin,,1,green
2026-06-03T06:05:01.525755+00:00,178,1,240,311,169,mid_cabin,,1,green
2026-06-03T06:05:01.571348+00:00,179,1,240,348,167,mid_cabin,,1,green
2026-06-03T06:05:01.628442+00:00,180,1,240,385,165,mid_cabin,,1,green
2026-06-03T06:05:01.635196+00:00,181,1,240,422,163,rear_cabin,,1,green
2026-06-03T06:05:01.672425+00:00,182,1,240,459,161,rear_cabin,,1,green
2026-06-03T06:05:01.674829+00:00,183,1,240,496,159,rear_cabin,,1,green
2026-06-03T06:05:01.734702+00:00,184,1,240,533,157,rear_cabin,,1,green
2026-06-03T06:05:01.776318+00:00,185,1,240,570,155,rear_cabin,,1,green
2026-06-03T06:05:01.780045+00:00,186,1,240,607,153,rear_cabin,,1,green
2026-06-03T06:05:01.830397+00:00,187,1,240,4,151,front_entrance,,1,green
2026-06-03T06:05:01.876835+00:00,188,1,240,41,149,front_entrance,,1,green
2026-06-03T06:05:01.923216+00:00,189,1,240,78,193,front_entrance,,1,green
2026-06-03T06:05:01.927384+00:00,190,1,240,115,191,front_entrance,,1,green
2026-06-03T06:05:01.973021+00:00,191,1,240,152,189,front_entrance,,1,green
2026-06-03T06:05:02.023212+00:00,192,1,240,189,187,front_entrance,,1,green
2026-06-03T06:05:02.026653+00:00,193,1,240,226,185,front_entrance,,1,green
2026-06-03T06:05:02.071792+00:00,194,1,240,263,183,mid_cabin,,1,green
2026-06-03T06:05:02.074393+00:00,195,1,240,300,181,mid_cabin,,1,green
2026-06-03T06:05:02.140888+00:00,196,1,240,337,179,mid_cabin,,1,green
2026-06-03T06:05:02.180148+00:00,197,1,240,374,177,mid_cabin,,1,green
2026-06-03T06:05:02.187526+00:00,198,1,240,411,175,rear_cabin,,1,green
2026-06-03T06:05:02.227227+00:00,199,1,240,448,173,rear_cabin,,1,green
2026-06-03T06:05:02.278870+00:00,200,1,240,485,171,rear_cabin,,1,green
2026-06-03T06:05:02.283283+00:00,201,1,240,522,169,rear_cabin,,1,green
2026-06-03T06:05:02.330072+00:00,202,1,240,559,167,rear_cabin,,1,green
2026-06-03T06:05:02.374414+00:00,203,1,240,596,165,rear_cabin,,1,green
2026-06-03T06:05:02.423361+00:00,204,1,240,633,163,rear_cabin,,1,green
2026-06-03T06:05:02.426183+00:00,205,1,240,30,161,front_entrance,,1,green
2026-06-03T06:05:02.471411+00:00,206,1,240,67,159,front_entrance,,1,green
2026-06-03T06:05:02.474152+00:00,207,1,240,104,157,front_entrance,,1,green
2026-06-03T06:05:02.530670+00:00,208,1,240,141,155,front_entrance,,1,green
2026-06-03T06:05:02.580835+00:00,209,1,240,178,153,front_entrance,,1,green
2026-06-03T06:05:02.590804+00:00,210,1,240,215,151,front_entrance,,1,green
2026-06-03T06:05:02.627364+00:00,211,1,240,252,149,mid_cabin,,1,green
2026-06-03T06:05:02.676897+00:00,212,1,240,289,193,mid_cabin,,1,green
2026-06-03T06:05:02.679383+00:00,213,1,240,326,191,mid_cabin,,1,green
2026-06-03T06:05:02.727923+00:00,214,1,240,363,189,mid_cabin,,1,green
2026-06-03T06:05:02.781431+00:00,215,1,240,400,187,rear_cabin,,1,green
2026-06-03T06:05:02.827841+00:00,216,1,240,437,185,rear_cabin,,1,green
2026-06-03T06:05:02.831759+00:00,217,1,240,474,183,rear_cabin,,1,green
2026-06-03T06:05:02.866053+00:00,218,1,240,511,181,rear_cabin,,1,green
2026-06-03T06:05:02.872857+00:00,219,1,240,548,179,rear_cabin,,1,green
2026-06-03T06:05:02.933249+00:00,220,1,240,585,177,rear_cabin,,1,green
2026-06-03T06:05:02.984004+00:00,221,1,240,622,175,rear_cabin,,1,green
2026-06-03T06:05:02.996362+00:00,222,1,240,19,173,front_entrance,,1,green
2026-06-03T06:05:03.030235+00:00,223,1,240,56,171,front_entrance,,1,green
2026-06-03T06:05:03.078763+00:00,224,1,240,93,169,front_entrance,,1,green
2026-06-03T06:05:03.081547+00:00,225,1,240,130,167,front_entrance,,1,green
2026-06-03T06:05:03.126642+00:00,226,1,240,167,165,front_entrance,,1,green
2026-06-03T06:05:03.177871+00:00,227,1,240,204,163,front_entrance,,1,green
2026-06-03T06:05:03.219518+00:00,228,1,240,241,161,mid_cabin,,1,green
2026-06-03T06:05:03.226493+00:00,229,1,240,278,159,mid_cabin,,1,green
2026-06-03T06:05:03.270621+00:00,230,1,240,315,157,mid_cabin,,1,green
2026-06-03T06:05:03.279085+00:00,231,1,240,352,155,mid_cabin,,1,green
2026-06-03T06:05:03.334418+00:00,232,1,240,389,153,mid_cabin,,1,green
2026-06-03T06:05:03.384471+00:00,233,1,240,427,152,rear_cabin,,1,green
2026-06-03T06:05:03.387142+00:00,234,1,240,464,151,rear_cabin,,1,green
2026-06-03T06:05:03.434865+00:00,235,1,240,501,150,rear_cabin,,1,green
2026-06-03T06:05:03.481264+00:00,236,1,240,538,149,rear_cabin,,1,green
2026-06-03T06:05:03.484463+00:00,237,1,240,575,194,rear_cabin,,1,green
2026-06-03T06:05:03.521899+00:00,238,1,240,612,193,rear_cabin,,1,green
2026-06-03T06:05:03.573641+00:00,239,1,240,9,192,front_entrance,,1,green
